Kod_stacji, Nazwa_stacji, Rok, Miesiac, Srednie_miesieczne_zachmurzenie_ogolne, Status_pomiaru_NOS, Srednia_miesieczna_predkosc_wiatru, Status_pomiaru_FWS, Srednia_miesieczna_temperatura, Status_pomiaru_TEMP, Srednie_miesieczne_cisnienie_pary_wodnej, Status_pomiaru_CPW, Srednia_miesieczna_wilgotnosc_wzgledna, Status_pomiaru_WLGS, Srednie_miesieczne_cisnienie_na_poziomie_stacji, Status_pomiaru_PPPS, Srednie_miesieczne_cisnienie_na_pozimie_morza, Status_pomiaru_PPPM, Suma_opadu_dzien, Status_pomiaru_WODZ, Suma_opadu_noc, Status_pomiaru_WONO
354180155,GDA�SK-�WIBNO,2019,12,5.9,,4.7,,3.5,,6.9,,87.3,,1009.2,,1010.3,,15.4,,7.9,
354190160,ELBL�G-MILEJEWO,2019,01,6.7,,5.2,,-2.1,,4.8,,89.6,,985.2,,1008.5,,25.4,,50.6,
354190160,ELBL�G-MILEJEWO,2019,02,5.7,,5.0,,1.7,,6.0,,85.4,,995.9,,1019.0,,18.1,,23.1,
354190160,ELBL�G-MILEJEWO,2019,03,5.8,,5.3,,4.2,,6.6,,78.8,,988.4,,1011.2,,23.2,,31.7,
354190160,ELBL�G-MILEJEWO,2019,04,2.9,,3.9,,8.4,,6.3,,56.9,,997.8,,1020.5,,.9,,10.1,
354190160,ELBL�G-MILEJEWO,2019,05,6.0,,3.6,,10.9,,10.3,,76.2,,990.7,,1013.0,,31.7,,25.8,
354190160,ELBL�G-MILEJEWO,2019,06,4.1,,3.0,,19.5,,15.6,,70.4,,996.2,,1017.9,,66.7,,29.6,
354190160,ELBL�G-MILEJEWO,2019,07,5.4,,3.4,,16.2,,14.3,,77.4,,990.7,,1012.6,,48.6,,42.8,
354190160,ELBL�G-MILEJEWO,2019,08,4.8,,2.7,,18.3,,14.8,,71.9,,995.1,,1016.9,,16.3,,47.3,
354190160,ELBL�G-MILEJEWO,2019,09,5.5,,4.1,,13.1,,11.8,,78.5,,993.3,,1015.5,,52.9,,77.3,
354190160,ELBL�G-MILEJEWO,2019,10,6.0,,4.1,,9.6,,10.5,,85.3,,991.3,,1013.8,,39.7,,36.7,
354190160,ELBL�G-MILEJEWO,2019,11,6.8,,4.4,,4.7,,8.0,,90.8,,986.9,,1009.6,,31.0,,19.7,
354190160,ELBL�G-MILEJEWO,2019,12,6.4,,5.4,,2.3,,6.5,,88.9,,987.8,,1010.7,,39.2,,33.0,
354210185,K�TRZYN,2019,01,.0,8,4.0,,-2.9,,4.4,,86.2,,994.6,,1008.6,,10.8,,19.7,
354210185,K�TRZYN,2019,02,.0,8,4.2,,2.1,,5.9,,81.7,,1005.1,,1018.9,,5.7,,13.0,
354210185,K�TRZYN,2019,03,.0,8,4.5,,4.3,,6.4,,76.2,,997.6,,1011.2,,29.2,,23.1,
354210185,K�TRZYN,2019,04,.0,8,3.7,,9.1,,6.0,,52.7,,1007.0,,1020.6,,5.7,,.1,
354210185,K�TRZYN,2019,05,.0,8,3.3,,12.3,,10.8,,73.7,,999.4,,1012.7,,30.2,,53.2,
354210185,K�TRZYN,2019,06,.0,8,3.3,,20.4,,16.6,,70.7,,1004.9,,1017.7,,40.4,,55.3,
354210185,K�TRZYN,2019,07,.0,8,3.4,,17.4,,14.4,,73.8,,998.8,,1011.8,,45.8,,38.2,
354210185,K�TRZYN,2019,08,.0,8,2.8,,18.9,,15.1,,71.7,,1004.0,,1017.1,,21.2,,70.7,
354210185,K�TRZYN,2019,09,.0,8,3.9,,13.9,,12.1,,76.3,,1002.5,,1015.7,,63.4,,43.5,
354210185,K�TRZYN,2019,10,.0,8,3.3,,10.0,,10.9,,86.2,,1000.6,,1014.0,,22.2,,10.5,
354210185,K�TRZYN,2019,11,.0,8,4.8,,5.6,,8.4,,89.4,,997.2,,1010.8,,19.0,,3.2,
354210185,K�TRZYN,2019,12,.0,8,4.3,,2.8,,6.8,,89.1,,997.3,,1011.0,,35.3,,13.5,
354220195,SUWA�KI,2019,01,7.0,,3.8,,-4.6,,4.2,,91.2,,985.3,,1008.9,,21.1,,21.4,
354220195,SUWA�KI,2019,02,6.2,,4.1,,1.2,,5.7,,84.2,,995.4,,1018.8,,9.0,,12.2,
354220195,SUWA�KI,2019,03,5.7,,4.2,,3.3,,6.1,,77.9,,988.2,,1011.2,,29.1,,16.8,
354220195,SUWA�KI,2019,04,2.2,,3.6,,8.8,,5.6,,49.8,,998.3,,1021.1,,5.5,,.3,
354220195,SUWA�KI,2019,05,5.3,,3.3,,12.3,,10.3,,70.6,,990.4,,1012.7,,27.4,,23.8,
354220195,SUWA�KI,2019,06,3.1,,2.9,,20.3,,14.8,,63.9,,996.3,,1018.1,,12.9,,31.1,
354220195,SUWA�KI,2019,07,4.2,,3.5,,17.0,,13.6,,71.2,,989.4,,1011.3,,37.1,,18.7,
354220195,SUWA�KI,2019,08,3.5,,2.3,,18.0,,14.3,,71.3,,995.2,,1017.2,,42.7,,43.0,
354220195,SUWA�KI,2019,09,4.6,,3.5,,13.0,,11.2,,75.4,,993.6,,1015.9,,34.6,,20.5,
354220195,SUWA�KI,2019,10,5.6,,3.1,,9.2,,10.2,,85.5,,991.7,,1014.3,,25.9,,13.2,
354220195,SUWA�KI,2019,11,7.3,,3.6,,4.7,,7.9,,88.4,,989.4,,1012.3,,7.3,,4.9,
354220195,SUWA�KI,2019,12,6.6,,4.1,,2.0,,6.3,,87.7,,988.2,,1011.3,,20.9,,7.6,
349190600,BIELSKO-BIA�A,2020,02,6.4,,5.9,,4.6,,5.9,,69.5,,966.2,,1014.9,,49.1,,33.9,
349190600,BIELSKO-BIA�A,2020,03,4.6,,4.0,,4.9,,5.4,,61.9,,970.5,,1019.4,,9.3,,22.9,
349190600,BIELSKO-BIA�A,2020,04,2.8,,3.5,,9.8,,5.6,,47.2,,971.0,,1019.1,,26.0,,5.8,
349190600,BIELSKO-BIA�A,2020,05,5.5,,3.0,,10.5,,8.7,,70.3,,970.7,,1018.7,,84.9,,111.0,
349190600,BIELSKO-BIA�A,2020,06,6.1,,2.8,,16.9,,15.0,,78.6,,965.5,,1012.0,,102.5,,81.7,
349190600,BIELSKO-BIA�A,2020,07,4.8,,2.7,,18.3,,14.3,,69.9,,969.9,,1016.4,,73.7,,56.9,
349190600,BIELSKO-BIA�A,2020,08,4.2,,2.9,,19.6,,15.7,,70.9,,968.2,,1014.5,,36.0,,94.3,
349190600,BIELSKO-BIA�A,2020,09,4.3,,2.8,,15.0,,13.1,,77.3,,970.8,,1017.9,,46.2,,71.5,
349190600,BIELSKO-BIA�A,2020,10,6.3,,3.2,,10.3,,10.3,,82.3,,966.5,,1014.3,,82.3,,104.1,
349190600,BIELSKO-BIA�A,2020,11,5.3,,2.7,,5.1,,7.4,,82.3,,977.6,,1026.8,,33.5,,10.0,
349190600,BIELSKO-BIA�A,2020,12,5.9,,3.0,,1.9,,6.1,,86.1,,965.5,,1014.7,,21.5,,6.8,
349190625,ZAKOPANE,2020,01,5.1,,1.4,,-1.6,,4.3,,78.2,,922.7,,.0,8,14.8,,15.8,
349190625,ZAKOPANE,2020,02,6.2,,2.2,,.6,,4.7,,74.0,,914.2,,.0,8,37.3,,52.2,
349190625,ZAKOPANE,2020,03,4.7,,1.7,,1.5,,4.7,,68.0,,917.7,,.0,8,29.4,,19.9,
349190625,ZAKOPANE,2020,04,3.0,,1.8,,6.5,,5.0,,53.5,,919.1,,.0,8,8.5,,16.3,
349190625,ZAKOPANE,2020,05,5.9,,1.8,,7.9,,7.6,,73.2,,918.7,,.0,8,110.0,,72.6,
349190625,ZAKOPANE,2020,06,6.4,,1.4,,15.0,,13.3,,79.5,,914.9,,.0,8,82.4,,61.7,
349190625,ZAKOPANE,2020,07,5.2,,1.3,,15.8,,13.0,,74.3,,919.6,,.0,8,58.2,,62.8,
349190625,ZAKOPANE,2020,08,4.6,,1.3,,17.4,,14.3,,74.0,,918.4,,.0,8,46.5,,81.2,
349190625,ZAKOPANE,2020,09,4.7,,1.1,,12.4,,11.8,,82.9,,920.2,,.0,8,66.7,,88.8,
349190625,ZAKOPANE,2020,10,6.3,,1.5,,7.8,,8.7,,83.3,,915.3,,.0,8,63.8,,67.3,
349190625,ZAKOPANE,2020,11,4.6,,1.0,,2.3,,6.4,,85.1,,924.9,,.0,8,24.2,,15.0,
349190625,ZAKOPANE,2020,12,5.2,,1.7,,.0,,5.2,,83.0,,913.3,,.0,8,16.7,,15.5,
349190650,KASPROWY WIERCH,2020,01,4.9,,7.4,,-3.4,,2.5,,56.7,,800.3,,.0,8,17.6,,20.9,
349190650,KASPROWY WIERCH,2020,02,6.6,,10.3,,-5.9,,3.3,,82.8,,792.2,,.0,8,88.3,,60.1,
349190650,KASPROWY WIERCH,2020,03,5.5,,7.5,,-5.7,,3.4,,80.5,,795.4,,.0,8,50.7,,27.2,
349190650,KASPROWY WIERCH,2020,04,3.3,,5.0,,-1.2,,3.7,,65.4,,798.8,,.0,8,13.6,,16.0,
349190650,KASPROWY WIERCH,2020,05,6.5,,6.7,,.2,,5.5,,87.6,,798.7,,.0,8,146.5,,146.2,
349190650,KASPROWY WIERCH,2020,06,6.7,,5.6,,7.5,,9.7,,92.9,,798.5,,.0,8,181.0,,161.9,
349190650,KASPROWY WIERCH,2020,07,5.8,,4.6,,8.2,,9.5,,86.4,,803.0,,.0,8,121.6,,78.9,
349190650,KASPROWY WIERCH,2020,08,5.1,,4.5,,10.6,,10.3,,81.0,,802.8,,.0,8,84.9,,70.5,
349190650,KASPROWY WIERCH,2020,09,5.1,,4.8,,7.2,,7.9,,78.5,,802.8,,.0,8,87.0,,118.3,
349190650,KASPROWY WIERCH,2020,10,6.6,,7.0,,1.8,,6.2,,88.3,,796.4,,.0,8,89.1,,105.0,
349190650,KASPROWY WIERCH,2020,11,4.3,,5.6,,-.2,,4.2,,68.0,,803.6,,.0,8,33.5,,22.3,
349190650,KASPROWY WIERCH,2020,12,5.0,,8.2,,-3.0,,3.8,,75.6,,792.1,,.0,8,42.7,,26.1,
349200628,HALA G�SIENICOWA,2020,01,.0,8,3.3,,-.7,,3.0,,54.0,,848.7,,1027.4,,21.0,,20.3,
349200628,HALA G�SIENICOWA,2020,02,.0,8,4.7,,-2.1,,3.6,,70.8,,840.6,,1018.7,,72.7,,76.1,
349200628,HALA G�SIENICOWA,2020,03,.0,8,4.0,,-2.3,,3.8,,72.2,,844.0,,1022.9,,48.4,,18.3,
349200628,HALA G�SIENICOWA,2020,04,.0,8,2.9,,2.3,,4.2,,58.2,,846.6,,1022.8,,15.6,,22.8,
349200628,HALA G�SIENICOWA,2020,05,.0,8,2.7,,3.4,,6.3,,81.1,,846.4,,1021.8,,161.5,,136.5,
349200628,HALA G�SIENICOWA,2020,06,.0,8,2.8,,10.6,,11.0,,85.9,,844.8,,1015.0,,189.2,,158.1,
349200628,HALA G�SIENICOWA,2020,07,.0,8,.0,8,11.4,,.0,8,79.5,,.0,8,.0,8,140.0,,129.0,
349200628,HALA G�SIENICOWA,2020,08,.0,8,2.8,,13.4,,11.7,,76.7,,848.7,,1017.9,,99.7,,98.7,
349200628,HALA G�SIENICOWA,2020,09,.0,8,2.6,,9.6,,9.3,,78.1,,849.4,,1021.1,,105.5,,127.8,
349200628,HALA G�SIENICOWA,2020,10,.0,8,3.8,,4.7,,7.0,,82.5,,843.6,,1017.4,,100.5,,109.6,
349200628,HALA G�SIENICOWA,2020,11,.0,8,2.6,,1.7,,5.1,,71.5,,851.5,,1029.1,,30.1,,30.7,
349200628,HALA G�SIENICOWA,2020,12,.0,8,4.7,,-.3,,4.4,,71.8,,840.1,,1016.8,,42.8,,25.1,
349200660,NOWY S�CZ,2020,01,.0,8,.0,8,.3,,.0,8,81.7,,.0,8,.0,8,3.1,,4.8,
349200660,NOWY S�CZ,2020,02,.0,8,2.8,,4.0,,5.9,,73.4,,978.8,,1015.1,,38.1,,22.9,
349200660,NOWY S�CZ,2020,03,.0,8,2.1,,4.7,,5.7,,66.9,,983.0,,1019.4,,11.9,,4.7,
349200660,NOWY S�CZ,2020,04,.0,8,1.6,,9.0,,6.1,,56.8,,983.3,,1019.1,,14.4,,5.1,
349200660,NOWY S�CZ,2020,05,.0,8,.0,8,11.2,,9.4,,73.2,,982.3,,1017.8,,63.8,,44.3,
349200660,NOWY S�CZ,2020,06,.0,8,.0,8,17.9,,16.3,,80.8,,977.0,,1011.5,,77.7,,22.0,
349200660,NOWY S�CZ,2020,07,.0,8,.0,8,18.8,,15.7,,74.6,,981.7,,1016.2,,32.2,,16.5,
349200660,NOWY S�CZ,2020,08,.0,8,1.4,,20.2,,16.5,,72.7,,980.1,,1014.4,,23.4,,60.1,
349200660,NOWY S�CZ,2020,09,.0,8,1.2,,15.1,,13.8,,81.1,,.0,8,.0,8,34.7,,48.3,
349200660,NOWY S�CZ,2020,10,.0,8,1.6,,10.5,,10.5,,83.1,,979.3,,1014.6,,67.6,,65.4,
349200660,NOWY S�CZ,2020,11,.0,8,1.2,,4.4,,7.3,,85.6,,990.7,,1027.1,,11.6,,10.0,
349200660,NOWY S�CZ,2020,12,.0,8,1.7,,2.2,,6.0,,83.9,,979.4,,1015.8,,23.1,,4.4,
349210670,KROSNO,2020,01,5.5,,3.6,,.1,,5.1,,83.2,,984.2,,1025.8,,17.8,,8.7,
349210670,KROSNO,2020,02,6.0,,4.2,,2.8,,5.7,,75.8,,974.3,,1015.1,,42.9,,34.5,
349210670,KROSNO,2020,03,4.6,,3.3,,4.7,,5.6,,64.5,,978.6,,1019.3,,18.0,,5.8,
349210670,KROSNO,2020,04,2.7,,2.8,,9.5,,5.5,,47.2,,978.8,,1018.8,,12.6,,8.4,
349210670,KROSNO,2020,05,5.5,,3.3,,10.8,,9.1,,72.4,,977.4,,1017.2,,65.9,,84.8,
349210670,KROSNO,2020,06,6.2,,2.7,,17.4,,16.5,,83.2,,972.6,,1011.3,,123.9,,42.1,
349210670,KROSNO,2020,07,4.9,,2.4,,18.4,,15.5,,75.0,,977.4,,1016.1,,20.2,,39.1,
349210670,KROSNO,2020,08,4.2,,2.5,,20.0,,16.2,,71.4,,976.0,,1014.4,,7.7,,69.4,
349210670,KROSNO,2020,09,4.3,,2.5,,15.4,,13.5,,78.5,,978.8,,1018.0,,46.5,,38.8,
349210670,KROSNO,2020,10,6.2,,3.2,,10.6,,10.7,,83.2,,975.1,,1014.8,,44.8,,55.8,
349210670,KROSNO,2020,11,6.4,,2.9,,4.0,,7.3,,86.9,,986.1,,1027.2,,9.6,,16.5,
349210670,KROSNO,2020,12,6.0,,3.5,,1.9,,6.0,,85.2,,975.6,,1016.6,,28.3,,15.2,
349220690,LESKO,2020,01,5.1,,2.5,,.5,,4.9,,77.0,,973.2,,1025.6,,10.9,,7.4,
349220690,LESKO,2020,02,6.2,,3.8,,2.4,,5.4,,73.9,,963.8,,1015.3,,32.9,,29.2,
349220690,LESKO,2020,03,4.6,,2.9,,4.0,,5.4,,65.0,,967.9,,1019.3,,25.4,,14.2,
349220690,LESKO,2020,04,2.7,,2.8,,8.6,,5.3,,49.5,,968.2,,1018.8,,10.9,,7.0,
349220690,LESKO,2020,05,5.5,,2.6,,9.9,,8.9,,74.8,,966.7,,1017.0,,100.4,,76.1,
349220690,LESKO,2020,06,6.5,,2.1,,16.9,,16.2,,84.7,,962.3,,1011.1,,104.6,,77.0,
349220690,LESKO,2020,07,5.1,,1.9,,17.7,,15.4,,78.1,,967.1,,1016.0,,53.4,,56.8,
349220690,LESKO,2020,08,3.7,,2.2,,19.2,,16.1,,74.7,,965.9,,1014.5,,35.5,,37.4,
349220690,LESKO,2020,09,4.1,,2.0,,14.6,,13.5,,82.6,,968.5,,1018.1,,49.5,,30.0,
349220690,LESKO,2020,10,6.2,,2.6,,10.5,,10.5,,83.1,,964.8,,1014.8,,55.6,,44.6,
349220690,LESKO,2020,11,5.9,,2.0,,3.8,,7.1,,86.0,,975.4,,1027.2,,7.0,,21.1,
349220690,LESKO,2020,12,5.7,,2.2,,1.3,,5.9,,87.0,,965.1,,1017.0,,38.9,,15.6,
350150500,JELENIA G�RA,2020,01,5.1,,2.4,,.9,,5.5,,82.9,,981.5,,1024.5,,3.9,,9.1,
350150500,JELENIA G�RA,2020,02,6.4,,4.4,,4.3,,6.1,,73.5,,971.6,,1013.7,,30.9,,45.9,
350150500,JELENIA G�RA,2020,03,4.8,,2.8,,3.6,,5.3,,67.3,,976.9,,1019.3,,17.6,,11.8,
350150500,JELENIA G�RA,2020,04,2.8,,2.4,,8.1,,5.9,,58.9,,977.5,,1019.2,,3.4,,7.5,
350150500,JELENIA G�RA,2020,05,5.4,,2.3,,10.3,,8.6,,71.0,,978.2,,1019.5,,40.6,,50.9,
350150500,JELENIA G�RA,2020,06,5.7,,2.1,,15.9,,14.1,,79.8,,972.6,,1012.9,,69.0,,79.1,
350150500,JELENIA G�RA,2020,07,4.5,,1.9,,17.0,,13.5,,72.5,,976.2,,1016.5,,35.1,,2.6,
350150500,JELENIA G�RA,2020,08,4.5,,1.8,,18.2,,15.8,,78.5,,974.5,,1014.6,,42.5,,61.2,
350150500,JELENIA G�RA,2020,09,4.5,,1.7,,13.2,,12.2,,82.2,,976.9,,1017.9,,62.1,,26.9,
350150500,JELENIA G�RA,2020,10,6.3,,2.3,,9.9,,10.2,,83.8,,972.1,,1013.3,,43.1,,77.1,
350150500,JELENIA G�RA,2020,11,5.1,,1.6,,4.1,,7.4,,88.2,,983.3,,1025.8,,12.2,,8.8,
350150500,JELENIA G�RA,2020,12,5.3,,3.3,,1.8,,5.8,,82.6,,969.5,,1011.8,,4.7,,8.0,
350150510,�NIE�KA,2020,01,5.5,,14.3,,-2.3,,3.8,,76.1,,837.3,,.0,8,28.0,,28.2,
350150510,�NIE�KA,2020,02,7.2,,17.9,,-4.5,,4.1,,93.3,,827.9,,.0,8,79.2,,89.0,
350150510,�NIE�KA,2020,03,5.7,,12.2,,-4.5,,4.0,,86.2,,833.1,,.0,8,34.9,,36.8,
350150510,�NIE�KA,2020,04,3.3,,9.6,,.9,,4.5,,68.8,,836.5,,.0,8,8.6,,8.9,
350150510,�NIE�KA,2020,05,6.3,,10.9,,1.6,,6.1,,88.0,,837.3,,.0,8,38.1,,47.6,
350150510,�NIE�KA,2020,06,6.6,,10.3,,7.8,,10.0,,93.1,,835.5,,.0,8,66.9,,84.4,
350150510,�NIE�KA,2020,07,5.5,,7.9,,9.0,,9.9,,85.7,,839.4,,.0,8,24.5,,4.6,
350150510,�NIE�KA,2020,08,5.2,,7.8,,11.3,,11.3,,84.6,,839.0,,.0,8,79.3,,78.3,
350150510,�NIE�KA,2020,09,5.4,,9.5,,7.7,,8.5,,80.8,,839.1,,.0,8,67.3,,15.8,
350150510,�NIE�KA,2020,10,7.3,,11.7,,2.1,,6.9,,95.0,,832.1,,.0,8,67.5,,78.2,
350150510,�NIE�KA,2020,11,5.1,,11.6,,1.0,,5.0,,76.4,,840.7,,.0,8,20.6,,13.6,
350150510,�NIE�KA,2020,12,6.5,,12.4,,-3.2,,4.2,,85.0,,827.1,,.0,8,26.1,,25.4,
350160520,K�ODZKO,2020,01,5.6,,3.4,,.2,,5.3,,84.8,,981.0,,1025.8,,8.5,,4.8,
350160520,K�ODZKO,2020,02,6.3,,5.2,,4.0,,6.3,,77.1,,970.9,,1014.6,,28.8,,19.0,
350160520,K�ODZKO,2020,03,4.7,,3.7,,4.0,,5.6,,67.3,,975.5,,1019.5,,7.8,,10.7,
350160520,K�ODZKO,2020,04,2.7,,2.6,,8.3,,5.9,,56.0,,976.0,,1019.3,,12.2,,6.0,
350160520,K�ODZKO,2020,05,5.1,,2.3,,10.2,,8.8,,72.3,,976.3,,1019.3,,36.8,,37.8,
350160520,K�ODZKO,2020,06,5.7,,2.1,,16.0,,14.8,,82.6,,970.8,,1012.7,,94.3,,103.1,
350160520,K�ODZKO,2020,07,4.8,,2.0,,17.0,,14.5,,77.0,,974.7,,1016.6,,32.0,,21.0,
350160520,K�ODZKO,2020,08,4.4,,2.3,,18.6,,16.0,,77.9,,973.1,,1014.7,,106.1,,42.7,
350160520,K�ODZKO,2020,09,4.5,,2.2,,14.0,,12.8,,82.2,,975.6,,1018.0,,75.7,,16.6,
350160520,K�ODZKO,2020,10,6.6,,3.3,,9.9,,10.9,,88.6,,971.0,,1013.8,,45.9,,54.5,
350160520,K�ODZKO,2020,11,5.8,,2.8,,4.7,,8.1,,92.2,,982.5,,1026.7,,10.1,,11.5,
350160520,K�ODZKO,2020,12,6.8,,4.6,,2.2,,6.4,,88.1,,969.2,,1013.2,,5.6,,4.9,
350170530,OPOLE,2020,01,5.5,,2.8,,1.8,,5.9,,83.6,,1003.9,,1024.6,,10.5,,7.8,
350170530,OPOLE,2020,02,6.2,,3.9,,5.0,,6.6,,75.9,,993.6,,1013.8,,44.1,,26.7,
350170530,OPOLE,2020,03,4.4,,3.1,,5.2,,5.9,,66.2,,998.8,,1019.1,,9.2,,12.1,
350170530,OPOLE,2020,04,2.9,,2.5,,9.8,,6.1,,52.2,,998.9,,1018.8,,9.2,,.3,
350170530,OPOLE,2020,05,5.3,,2.4,,11.8,,9.4,,69.6,,998.7,,1018.5,,22.9,,35.4,
350170530,OPOLE,2020,06,5.8,,2.1,,17.9,,16.1,,79.8,,992.6,,1011.9,,176.5,,86.2,
350170530,OPOLE,2020,07,4.7,,1.9,,19.2,,15.3,,70.7,,996.7,,1015.9,,27.6,,12.3,
350170530,OPOLE,2020,08,4.3,,1.9,,20.7,,16.8,,72.0,,994.9,,1014.0,,21.3,,37.3,
350170530,OPOLE,2020,09,4.4,,1.8,,15.8,,13.7,,78.4,,997.9,,1017.4,,48.3,,39.5,
350170530,OPOLE,2020,10,6.5,,2.3,,11.0,,11.3,,85.9,,993.7,,1013.4,,54.4,,54.8,
350170530,OPOLE,2020,11,5.7,,2.3,,5.9,,8.2,,85.7,,1005.6,,1025.9,,8.9,,14.4,
350170530,OPOLE,2020,12,6.2,,3.1,,3.0,,6.4,,84.1,,993.1,,1013.4,,9.8,,10.6,
350180540,RACIB�RZ,2020,01,5.2,,4.0,,1.4,,5.7,,84.2,,999.5,,1025.5,,7.7,,5.7,
350180540,RACIB�RZ,2020,02,6.1,,5.5,,5.0,,6.6,,75.2,,989.4,,1014.8,,26.6,,13.3,
350180540,RACIB�RZ,2020,03,4.5,,3.9,,5.3,,6.0,,66.2,,993.7,,1019.2,,7.6,,19.9,
350180540,RACIB�RZ,2020,04,2.6,,3.1,,9.4,,6.1,,54.2,,993.9,,1019.0,,4.6,,.1,
350180540,RACIB�RZ,2020,05,5.0,,3.5,,11.4,,9.4,,71.8,,993.6,,1018.5,,30.3,,57.7,
350180540,RACIB�RZ,2020,06,5.7,,3.2,,17.5,,16.0,,80.9,,987.7,,1011.9,,75.9,,92.5,
350180540,RACIB�RZ,2020,07,4.4,,2.7,,18.4,,15.2,,74.1,,991.9,,1016.2,,65.5,,28.2,
350180540,RACIB�RZ,2020,08,4.2,,2.4,,20.0,,16.9,,74.9,,990.1,,1014.2,,44.3,,50.4,
350180540,RACIB�RZ,2020,09,4.4,,2.5,,15.2,,14.0,,81.5,,993.0,,1017.6,,73.6,,48.5,
350180540,RACIB�RZ,2020,10,6.5,,3.3,,10.8,,11.1,,85.5,,989.0,,1013.9,,66.0,,71.0,
350180540,RACIB�RZ,2020,11,5.8,,3.3,,5.5,,8.1,,87.2,,1000.9,,1026.6,,9.2,,11.6,
350180540,RACIB�RZ,2020,12,6.5,,3.3,,2.8,,6.6,,87.1,,988.5,,1014.1,,22.3,,7.5,
350190550,CZ�STOCHOWA,2020,01,.0,8,2.8,,1.4,,5.7,,84.5,,987.3,,1024.3,,11.0,,5.5,
350190550,CZ�STOCHOWA,2020,02,.0,8,3.3,,3.7,,6.2,,78.0,,977.3,,1013.6,,33.1,,29.5,
350190550,CZ�STOCHOWA,2020,03,.0,8,2.8,,4.7,,5.5,,63.9,,982.7,,1019.1,,9.3,,12.4,
350190550,CZ�STOCHOWA,2020,04,.0,8,2.5,,9.8,,5.3,,45.3,,983.0,,1018.8,,11.4,,.3,
350190550,CZ�STOCHOWA,2020,05,.0,8,2.7,,11.2,,8.6,,66.5,,982.5,,1018.0,,40.9,,46.7,
350190550,CZ�STOCHOWA,2020,06,.0,8,2.4,,17.6,,.0,8,.0,8,977.2,,1011.7,,105.6,,47.0,
350190550,CZ�STOCHOWA,2020,07,.0,8,2.0,,18.8,,14.0,,66.9,,981.4,,1015.9,,22.0,,17.9,
350190550,CZ�STOCHOWA,2020,08,.0,8,1.9,,20.3,,15.3,,66.8,,979.9,,1014.2,,58.0,,53.1,
350190550,CZ�STOCHOWA,2020,09,.0,8,1.9,,15.3,,12.9,,75.9,,982.5,,1017.5,,28.3,,29.9,
350190550,CZ�STOCHOWA,2020,10,.0,8,2.2,,10.1,,10.7,,86.8,,978.2,,1013.7,,69.0,,45.6,
350190550,CZ�STOCHOWA,2020,11,.0,8,2.2,,4.9,,8.0,,90.5,,989.4,,1026.0,,11.6,,17.3,
350190550,CZ�STOCHOWA,2020,12,.0,8,2.3,,1.6,,6.4,,91.1,,977.8,,1014.4,,14.0,,8.5,
350190560,KATOWICE-MUCHOWIEC,2020,01,5.7,,3.3,,1.2,,5.6,,83.1,,990.1,,1025.2,,11.2,,9.0,
350190560,KATOWICE-MUCHOWIEC,2020,02,6.2,,3.6,,4.2,,6.2,,75.0,,980.1,,1014.5,,47.2,,34.0,
350190560,KATOWICE-MUCHOWIEC,2020,03,4.6,,2.9,,5.0,,5.6,,63.2,,984.8,,1019.2,,10.0,,19.6,
350190560,KATOWICE-MUCHOWIEC,2020,04,2.9,,2.5,,9.7,,5.5,,47.5,,985.0,,1018.9,,15.5,,.1,
350190560,KATOWICE-MUCHOWIEC,2020,05,5.3,,2.0,,11.0,,8.7,,68.0,,984.5,,1018.2,,34.6,,67.3,
350190560,KATOWICE-MUCHOWIEC,2020,06,6.0,,2.0,,17.6,,15.2,,76.5,,979.0,,1011.7,,63.6,,53.1,
350190560,KATOWICE-MUCHOWIEC,2020,07,4.9,,1.9,,18.5,,14.5,,70.4,,983.3,,1016.1,,63.3,,51.0,
350190560,KATOWICE-MUCHOWIEC,2020,08,4.4,,2.0,,19.7,,16.6,,74.6,,981.7,,1014.3,,31.2,,68.4,
350190560,KATOWICE-MUCHOWIEC,2020,09,4.4,,1.8,,14.7,,13.6,,82.5,,984.5,,1017.8,,39.4,,47.6,
350190560,KATOWICE-MUCHOWIEC,2020,10,6.6,,2.3,,10.2,,10.9,,87.1,,980.4,,1014.0,,67.8,,68.1,
350190560,KATOWICE-MUCHOWIEC,2020,11,6.1,,2.6,,4.9,,7.9,,87.9,,991.8,,1026.6,,10.1,,9.8,
350190560,KATOWICE-MUCHOWIEC,2020,12,6.7,,2.4,,1.7,,6.3,,90.6,,980.0,,1014.7,,23.3,,9.3,
350190566,KRAK�W-BALICE,2020,01,5.4,,3.2,,1.0,,5.8,,87.9,,994.9,,1025.3,,13.2,,7.3,
350190566,KRAK�W-BALICE,2020,02,6.0,,4.4,,4.0,,6.5,,80.2,,984.9,,1014.7,,44.5,,31.3,
350190566,KRAK�W-BALICE,2020,03,4.2,,3.9,,4.9,,5.8,,66.6,,989.6,,1019.4,,3.6,,11.6,
350190566,KRAK�W-BALICE,2020,04,2.5,,3.3,,9.5,,5.8,,51.7,,989.8,,1019.1,,3.7,,.7,
350190566,KRAK�W-BALICE,2020,05,5.0,,3.3,,11.4,,9.3,,71.4,,989.0,,1018.1,,38.5,,49.8,
350190566,KRAK�W-BALICE,2020,06,5.7,,2.9,,18.1,,16.7,,80.9,,983.4,,1011.7,,62.5,,10.4,
