Kod_stacji,Nazwa_stacji,Miesiac,Absolutna_temperatura_maksymalna,Srednia_temperatura_maksymalna,Absolutna_temperatura_minimalna,Srednia_temperatura_minimalna,Srednia_temperatura_miesieczna,Minimalna_temperatura_przy_gruncie,Miesieczna_suma_opadow,Maksymalna_dobowa_suma_opadow,Miesieczna_suma_uslonecznienia,Liczba_dni_z_opadem_deszczu,Srednia_miesieczna_predkosc_wiatru,Srednie_miesieczne_cisnienie_na_poziomie_stacji,Srednia_miesieczna_wilgotnosc_wzgledna
352160330,POZNA�-�AWICA,6,31.9,25.7,5.4,13.2,19.4,2.3,38.7,12.8,287.0,11,3.3,1006.5,56.7
352160330,POZNA�-�AWICA,7,34.3,26.8,10.0,14.3,20.5,8.2,61.7,22.6,280.2,16,3.5,1001.8,56.8
352160330,POZNA�-�AWICA,8,33.1,24.6,9.6,15.2,19.8,7.7,156.1,53.7,219.9,19,3.1,1002.6,70.7
352160330,POZNA�-�AWICA,9,29.9,25.0,7.3,12.6,18.6,4.3,3.3,1.3,292.8,4,2.8,1008.3,68.6
352160330,POZNA�-�AWICA,10,27.1,15.2,-2.3,7.5,11.1,-4.9,78.4,13.9,75.1,22,3.5,1000.3,82.5
352160330,POZNA�-�AWICA,11,14.5,7.9,-8.0,1.6,4.7,-13.4,84.5,24.3,67.6,15,3.8,994.8,85.6
352160330,POZNA�-�AWICA,12,10.8,5.0,-12.2,0.5,2.7,-15.4,76.7,13.2,35.9,12,4.7,1000.1,86.1
352180345,KO�O,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
352180345,KO�O,2,10.6,4.5,-8.8,-1.0,1.6,-16.5,46.8,12.8,60.8,11,4.3,1008.7,84.2
352180345,KO�O,3,18.6,8.9,-5.9,1.0,4.5,-9.5,26.8,9.8,101.2,18,4.0,996.0,79.9
352180345,KO�O,4,0.0,0.0,0.0,0.0,0.0,0.0,52.4,8.1,0.0,16,0.0,0.0,0.0
352180345,KO�O,5,23.9,18.8,0.5,7.1,13.2,-2.5,19.5,8.6,310.6,5,3.3,1008.2,64.0
352180345,KO�O,6,0.0,0.0,0.0,0.0,0.0,0.0,43.9,24.3,0.0,13,0.0,0.0,0.0
352180345,KO�O,7,0.0,0.0,0.0,0.0,0.0,0.0,25.7,9.7,0.0,16,0.0,0.0,0.0
352180345,KO�O,8,35.3,25.9,9.3,15.4,20.2,7.1,72.3,21.5,222.0,17,2.8,1000.1,72.4
352180345,KO�O,9,30.1,25.3,8.1,12.3,18.4,6.1,14.8,6.3,279.3,6,2.6,1006.1,72.2
352180345,KO�O,10,28.1,15.3,-1.0,7.3,10.9,-2.6,50.3,8.6,0.0,18,3.6,997.8,84.3
352180345,KO�O,11,16.4,8.9,-6.9,2.0,0.0,0.0,73.7,31.8,63.6,20,0.0,0.0,0.0
352180345,KO�O,12,11.1,4.3,-9.9,0.1,2.3,-12.9,64.3,13.3,12.1,16,4.8,997.4,0.0
352190360,P�OCK,1,16.6,4.9,-2.6,1.6,3.1,-4.2,24.5,9.1,27.0,14,3.9,1001.9,89.4
352190360,P�OCK,2,10.5,3.9,-11.5,-1.6,1.1,-15.4,23.8,7.6,58.8,11,4.0,1008.2,83.6
352190360,P�OCK,3,18.0,8.6,-6.1,0.6,4.1,-9.2,20.8,5.8,93.9,17,3.7,996.0,79.2
352190360,P�OCK,4,21.7,13.0,-4.0,3.9,8.2,-6.9,20.7,4.9,170.6,11,3.1,1003.0,74.0
352190360,P�OCK,5,23.1,18.4,-0.6,6.8,12.9,-3.7,29.1,11.2,311.3,7,2.9,1008.5,61.8
352190360,P�OCK,6,28.7,23.9,1.0,11.1,17.6,-2.0,23.9,7.7,292.2,10,2.4,1003.6,63.7
352190360,P�OCK,7,32.6,25.9,8.9,13.4,19.6,7.0,65.3,31.9,254.3,13,0.0,999.1,61.9
352190360,P�OCK,8,34.1,25.8,9.0,15.2,20.1,7.3,62.2,16.5,215.5,16,2.8,1000.1,70.0
352190360,P�OCK,9,29.9,24.3,6.7,12.0,17.9,4.0,9.5,2.8,273.4,8,2.3,1006.3,71.0
352190360,P�OCK,10,26.9,14.5,-0.8,6.9,10.4,-3.2,53.9,9.8,87.7,18,3.7,997.7,82.0
352190360,P�OCK,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
352190360,P�OCK,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
352200375,WARSZAWA-OK�CIE,1,18.9,5.4,-3.9,1.6,3.4,-7.3,43.6,8.2,33.5,9,3.4,1002.8,86.7
352200375,WARSZAWA-OK�CIE,2,9.9,4.1,-8.7,-1.1,1.4,-13.4,32.2,7.2,65.7,5,4.1,1008.6,80.6
352200375,WARSZAWA-OK�CIE,3,20.0,9.1,-9.0,0.1,4.5,-12.7,23.8,4.8,0.0,10,3.4,996.8,75.2
352200375,WARSZAWA-OK�CIE,4,22.6,13.9,-5.2,4.5,9.2,-7.8,48.1,15.8,200.1,12,3.6,1003.1,69.5
352200375,WARSZAWA-OK�CIE,5,25.6,19.2,1.7,8.2,14.0,-2.2,42.2,18.6,329.2,7,3.5,1008.9,58.5
352200375,WARSZAWA-OK�CIE,6,29.0,24.8,4.2,12.7,18.8,1.7,42.2,15.0,317.8,12,2.8,1003.9,62.1
352200375,WARSZAWA-OK�CIE,7,33.5,26.9,9.4,14.8,20.9,6.6,46.2,14.3,299.7,11,2.6,999.9,61.1
352200375,WARSZAWA-OK�CIE,8,34.3,26.6,9.3,16.2,21.1,7.5,88.6,29.0,255.3,14,2.4,1000.8,70.0
352200375,WARSZAWA-OK�CIE,9,30.4,24.9,8.5,12.7,18.5,6.2,9.9,5.2,280.4,6,2.2,1007.1,71.6
352200375,WARSZAWA-OK�CIE,10,25.8,15.3,-1.6,7.1,11.0,-5.1,73.1,25.2,110.9,15,2.9,998.6,82.1
352200375,WARSZAWA-OK�CIE,11,14.3,6.6,-6.8,1.4,3.9,-7.7,61.7,13.0,52.1,10,3.3,993.2,84.4
352200375,WARSZAWA-OK�CIE,12,10.4,4.0,-8.7,-0.1,2.1,-14.2,61.9,10.2,20.6,12,3.6,998.2,86.9
352220385,SIEDLCE,1,17.7,4.3,-2.3,1.2,2.6,-3.0,60.5,7.3,27.9,9,2.9,997.0,88.1
352220385,SIEDLCE,2,9.3,3.6,-8.3,-1.1,1.0,-9.8,33.4,9.5,70.7,7,3.3,1001.9,79.8
352220385,SIEDLCE,3,19.3,8.9,-6.0,0.0,4.1,-10.9,22.3,4.6,135.4,8,3.1,990.9,74.6
352220385,SIEDLCE,4,22.3,13.4,-4.1,3.2,8.3,-6.0,37.9,21.8,173.4,11,2.6,997.1,71.7
352220385,SIEDLCE,5,25.5,18.6,-1.9,5.8,12.7,-3.0,43.4,15.1,318.4,6,2.2,1003.1,63.5
352220385,SIEDLCE,6,28.7,23.3,1.5,10.6,17.1,-1.2,54.2,25.2,261.1,15,1.7,998.1,72.0
352220385,SIEDLCE,7,34.1,26.0,8.5,13.4,19.8,5.8,50.5,21.9,286.9,14,2.1,994.1,67.4
352220385,SIEDLCE,8,33.1,26.8,8.3,15.1,20.6,5.9,60.0,22.8,253.6,19,2.1,995.3,74.2
352220385,SIEDLCE,9,29.7,24.6,5.4,10.9,17.5,2.6,14.2,7.4,275.2,5,1.9,1001.6,74.7
352220385,SIEDLCE,10,24.9,15.0,-2.1,6.7,10.3,-5.5,46.6,8.3,110.2,18,2.8,992.8,83.3
352220385,SIEDLCE,11,14.1,6.0,-8.0,0.8,3.3,-10.0,59.1,20.9,57.9,11,3.1,987.4,86.3
352220385,SIEDLCE,12,9.4,3.0,-11.5,-0.8,1.2,-17.9,71.3,14.6,18.0,11,3.5,992.1,89.7
352230399,TERESPOL,1,16.1,4.3,-3.3,0.9,2.5,-3.2,74.2,15.9,20.7,10,3.1,999.6,88.5
352230399,TERESPOL,2,8.4,3.6,-6.7,-0.9,1.1,-8.6,25.2,8.8,70.1,4,3.2,1003.6,79.3
352230399,TERESPOL,3,17.7,9.0,-5.2,0.6,4.4,-7.6,40.9,9.9,135.0,8,3.1,993.1,75.1
352230399,TERESPOL,4,21.8,13.4,-3.5,4.3,8.9,-5.2,28.1,9.5,160.0,13,2.9,999.2,71.0
352230399,TERESPOL,5,25.7,19.1,-1.0,6.6,13.3,-3.4,50.1,26.6,337.4,7,2.4,1005.3,61.9
352230399,TERESPOL,6,29.0,22.9,3.2,11.4,17.2,0.8,87.6,19.6,263.9,15,2.0,1000.0,74.5
352230399,TERESPOL,7,33.3,25.7,8.8,13.6,19.7,6.7,40.4,12.9,305.0,17,2.1,996.2,70.4
352230399,TERESPOL,8,33.7,27.4,8.8,15.3,0.0,7.1,68.3,25.0,0.0,14,0.0,0.0,0.0
352230399,TERESPOL,9,29.6,24.7,6.3,11.2,17.6,3.7,18.7,9.2,278.7,4,2.0,1004.1,75.8
352230399,TERESPOL,10,24.3,15.0,-1.0,6.4,10.4,-3.2,44.2,7.7,108.1,18,2.8,995.1,81.6
352230399,TERESPOL,11,15.1,6.3,-10.3,0.5,3.4,-17.3,38.7,8.0,55.7,10,3.1,989.8,82.6
352230399,TERESPOL,12,9.4,2.9,-10.8,-0.9,1.1,-17.5,41.5,6.3,15.7,10,3.1,994.4,86.1
353140200,�WINOUJ�CIE,1,15.0,5.9,-4.2,1.9,3.8,-7.4,58.2,11.8,14.1,16,4.1,1012.4,86.0
353140200,�WINOUJ�CIE,2,10.3,5.5,-5.1,0.4,2.7,-8.0,43.5,9.1,70.3,8,0.0,0.0,83.3
353140200,�WINOUJ�CIE,3,16.5,8.6,-3.6,2.0,4.9,-5.9,49.5,8.6,122.0,12,4.1,1007.1,78.6
353140200,�WINOUJ�CIE,4,20.1,10.2,-2.7,4.2,6.8,-4.3,20.9,8.3,188.9,11,5.5,1017.2,78.5
353140200,�WINOUJ�CIE,5,24.1,16.3,1.1,8.0,12.2,-1.0,5.3,4.0,329.3,4,4.3,1021.2,70.6
353140200,�WINOUJ�CIE,6,30.7,20.9,3.9,12.7,17.0,0.7,47.8,14.2,305.2,9,4.2,1017.2,76.3
353140200,�WINOUJ�CIE,7,33.5,23.5,9.8,14.1,18.4,7.5,61.8,9.4,256.9,21,3.2,1010.5,73.7
353140200,�WINOUJ�CIE,8,30.8,22.2,10.5,14.9,18.0,8.9,111.5,36.0,186.8,20,0.0,0.0,84.2
353140200,�WINOUJ�CIE,9,29.3,22.9,8.7,14.0,17.9,4.5,15.1,11.9,244.9,5,2.9,1017.0,82.0
353140200,�WINOUJ�CIE,10,22.5,14.6,2.6,8.3,11.1,0.5,69.1,18.0,70.7,19,4.0,1008.7,86.5
353140200,�WINOUJ�CIE,11,12.5,7.9,-6.4,3.2,5.5,-10.1,68.7,11.2,25.2,17,3.9,1002.8,87.6
353140200,�WINOUJ�CIE,12,10.6,4.9,-8.7,1.4,3.1,-12.3,62.4,14.0,8.5,14,4.0,1008.2,90.8
353140205,SZCZECIN,1,15.5,6.2,-4.8,1.8,4.0,-7.9,55.6,13.7,28.4,19,4.0,1013.1,83.8
353140205,SZCZECIN,2,10.8,6.3,-8.1,-0.7,2.6,-8.9,49.7,9.8,91.3,10,3.7,1022.2,80.8
353140205,SZCZECIN,3,16.2,9.3,-4.8,1.6,5.1,-7.8,52.1,7.5,117.8,12,3.6,1007.6,76.6
353140205,SZCZECIN,4,21.1,12.5,-5.1,3.8,8.0,-7.7,23.5,4.7,178.0,14,3.4,1016.6,71.9
353140205,SZCZECIN,5,27.0,19.2,-1.3,6.3,13.2,-2.9,7.1,2.3,324.4,4,3.3,1020.8,62.1
353140205,SZCZECIN,6,30.2,23.9,0.9,11.5,18.1,-2.2,63.4,17.4,281.3,10,2.3,1016.6,66.6
353140205,SZCZECIN,7,32.8,24.3,9.0,13.3,18.8,6.8,68.5,33.4,251.4,14,2.9,1010.6,68.4
353140205,SZCZECIN,8,30.4,23.4,9.4,14.4,18.5,6.8,87.9,29.1,199.1,18,2.7,1011.7,79.1
353140205,SZCZECIN,9,29.5,24.3,6.6,11.9,17.7,3.1,13.4,6.1,272.6,5,2.6,1017.1,78.1
353140205,SZCZECIN,10,23.9,14.9,2.3,7.6,11.0,-1.3,56.4,18.2,83.9,19,3.1,1009.0,0.0
353140205,SZCZECIN,11,13.5,8.2,-6.4,2.5,5.4,-10.3,58.0,10.6,59.7,17,3.5,1003.3,84.7
353140205,SZCZECIN,12,12.1,5.3,-10.1,1.2,3.3,-13.4,73.7,11.4,25.3,17,4.2,1008.9,86.5
353150210,RESKO-SM�LSKO,1,15.5,5.5,-4.2,1.4,3.4,-5.0,64.0,13.1,0.0,16,4.0,1007.2,86.8
353150210,RESKO-SM�LSKO,3,13.6,0.0,5.2,0.0,0.0,4.5,12.9,8.1,2.1,2,0.0,0.0,0.0
353150210,RESKO-SM�LSKO,4,20.5,12.2,-5.2,3.0,7.2,-5.6,18.3,6.4,0.0,14,3.2,1011.0,73.8
353150210,RESKO-SM�LSKO,5,26.1,18.5,-1.6,4.6,12.1,-3.1,6.1,2.4,0.0,5,0.0,1015.5,63.7
353150210,RESKO-SM�LSKO,6,31.4,23.6,-1.3,9.4,17.0,-3.3,43.3,14.6,0.0,10,2.5,1011.2,67.4
353150210,RESKO-SM�LSKO,7,32.9,24.0,6.9,12.2,18.0,5.8,53.4,22.3,250.4,21,0.0,1005.1,70.8
353150210,RESKO-SM�LSKO,8,30.8,23.0,8.8,13.6,17.8,8.1,160.1,58.9,0.0,22,0.0,1006.1,0.0
353150210,RESKO-SM�LSKO,9,29.1,23.7,4.7,11.8,17.5,2.4,7.9,4.9,257.5,7,2.3,1011.8,77.3
353150210,RESKO-SM�LSKO,10,23.2,14.1,0.6,7.3,10.5,-1.5,90.6,31.1,0.0,20,3.6,1003.3,0.0
353150210,RESKO-SM�LSKO,11,13.5,6.9,-11.1,1.3,4.2,-13.1,71.8,15.9,0.0,21,3.3,997.5,0.0
353150210,RESKO-SM�LSKO,12,0.0,0.0,0.0,0.0,0.0,0.0,69.7,14.2,12.8,22,0.0,0.0,0.0
353160230,PI�A,1,16.1,5.2,-2.8,1.3,3.1,-5.8,56.3,19.8,18.5,17,2.3,1005.5,88.9
353160230,PI�A,2,10.5,5.4,-7.5,-1.0,1.8,-10.5,33.0,12.4,73.9,6,2.5,1013.2,81.6
353160230,PI�A,3,16.4,8.5,-8.1,0.6,4.0,-11.9,58.4,11.5,107.7,11,2.3,999.7,79.9
353160230,PI�A,4,22.6,13.1,-5.3,3.2,7.9,-8.4,31.8,5.4,167.8,13,2.3,1008.0,72.3
353160230,PI�A,5,26.0,19.3,-2.1,6.3,13.1,-4.1,13.0,6.2,318.5,4,2.4,1012.8,57.9
353160230,PI�A,6,31.6,25.1,0.9,11.7,18.5,-1.8,57.3,15.3,295.6,15,2.1,1008.3,59.3
353160230,PI�A,7,33.5,25.3,7.8,12.5,18.9,4.5,67.5,23.6,258.0,15,2.1,1003.1,64.2
353160230,PI�A,8,33.2,23.9,8.4,14.2,18.8,6.1,114.5,27.9,195.7,16,1.9,1004.0,76.0
353160230,PI�A,9,29.3,24.4,5.3,11.1,17.5,2.5,6.3,2.3,281.0,4,1.6,1009.9,75.3
353160230,PI�A,10,25.0,14.4,-1.0,6.6,10.1,-4.0,76.1,17.1,72.8,21,2.2,1001.5,85.5
353160230,PI�A,11,13.3,7.1,-8.8,1.0,3.9,-16.0,81.6,19.3,48.1,17,2.0,995.8,89.4
353160230,PI�A,12,10.5,4.4,-14.1,0.0,2.3,-18.1,78.5,13.6,25.6,12,2.7,1001.0,89.5
353170235,CHOJNICE,1,14.9,4.1,-3.0,0.9,2.3,-3.8,47.7,13.2,16.3,13,4.2,992.8,90.3
353170235,CHOJNICE,2,9.3,4.3,-10.4,-1.6,1.0,-13.3,35.3,11.0,77.4,5,3.9,999.9,85.2
353170235,CHOJNICE,3,16.1,7.4,-6.9,0.4,3.4,-8.9,41.9,6.4,117.1,9,3.8,987.0,79.0
353170235,CHOJNICE,4,21.9,12.2,-5.5,3.0,7.3,-6.7,18.8,7.4,170.2,12,3.2,996.2,72.9
353170235,CHOJNICE,5,24.8,18.4,-0.7,5.7,12.4,-2.7,11.9,8.6,322.0,4,3.0,0.0,59.5
353170235,CHOJNICE,6,29.9,23.9,1.3,11.5,17.7,-1.0,50.5,20.2,315.1,13,2.7,996.7,63.3
353170235,CHOJNICE,7,31.4,23.6,8.3,12.4,17.9,6.7,92.1,26.1,254.8,16,3.0,991.3,68.5
353170235,CHOJNICE,8,31.8,23.2,9.2,14.1,18.3,8.8,85.4,22.6,187.9,16,3.0,992.2,77.1
353170235,CHOJNICE,9,28.5,23.5,5.7,12.0,17.4,4.1,10.2,3.5,263.1,4,2.6,998.3,75.4
353170235,CHOJNICE,10,24.7,13.3,1.0,6.4,9.5,0.5,56.1,12.1,78.5,20,3.8,989.2,84.2
353170235,CHOJNICE,11,13.3,5.7,-9.5,0.9,3.1,-10.7,94.6,35.7,45.8,12,3.5,983.4,89.4
353170235,CHOJNICE,12,8.5,3.1,-9.9,-0.7,1.3,-13.0,65.4,12.9,25.5,12,4.2,988.0,90.7
353180250,TORU�,1,16.2,4.9,-3.6,1.4,3.1,-6.7,42.3,7.2,26.6,14,2.8,1006.0,88.3
353180250,TORU�,2,10.0,4.7,-8.6,-1.6,1.3,-19.6,37.1,13.0,75.3,7,2.9,1012.8,84.1
353180250,TORU�,3,17.2,8.7,-9.3,0.2,4.2,-14.7,45.4,16.1,99.2,10,2.7,1000.0,78.1
353180250,TORU�,4,23.8,13.4,-6.4,3.7,8.3,-8.9,31.6,6.3,162.5,10,2.8,1008.0,72.6
353180250,TORU�,5,24.8,19.7,-2.0,6.4,13.5,-4.7,24.1,14.5,305.9,4,2.6,1013.1,57.2
353180250,TORU�,6,31.8,25.4,1.8,11.9,18.9,-2.6,33.3,11.8,286.4,11,2.2,1008.2,58.8
353180250,TORU�,7,33.5,26.4,8.7,13.2,19.8,5.1,39.1,12.3,252.4,19,2.3,1003.4,61.6
353180250,TORU�,8,35.2,25.8,7.6,15.1,20.1,5.0,94.4,45.1,194.7,13,2.3,1004.2,69.8
353180250,TORU�,9,29.7,25.1,5.9,12.1,18.3,2.4,12.3,7.0,260.8,5,2.0,1010.4,70.8
353180250,TORU�,10,27.9,15.0,-1.5,6.7,10.5,-4.9,60.8,16.3,83.0,19,2.6,1001.9,81.0
353180250,TORU�,11,15.7,6.8,-6.7,1.3,3.8,-11.5,116.9,44.4,54.7,13,2.6,996.3,86.8
353180250,TORU�,12,10.4,4.2,-10.7,-0.1,2.1,-15.9,60.4,14.1,25.5,11,3.2,1001.2,88.0
353200270,M�AWA,1,14.7,4.1,-4.6,0.9,2.4,-4.5,54.5,12.3,14.0,8,3.6,996.9,90.7
353200270,M�AWA,2,9.4,3.8,-9.0,-1.8,0.8,-13.8,36.2,13.4,60.9,3,3.8,1002.6,83.4
353200270,M�AWA,3,17.0,7.9,-7.1,0.0,3.5,-12.4,41.3,9.7,80.5,9,3.4,990.8,78.7
353200270,M�AWA,4,22.0,13.1,-3.6,4.1,8.3,-5.1,44.8,11.7,139.1,10,0.0,998.5,72.4
353200270,M�AWA,5,25.3,19.1,-1.1,7.3,13.5,-2.2,17.2,14.2,276.0,2,2.6,1004.1,55.0
353200270,M�AWA,6,29.9,24.6,3.0,11.9,18.4,2.1,19.6,8.3,265.2,10,2.3,999.2,59.9
353200270,M�AWA,7,32.9,25.8,8.5,13.1,19.5,7.4,67.7,19.9,215.6,15,2.4,994.5,63.5
353200270,M�AWA,8,33.8,25.8,8.8,15.5,20.2,7.6,79.4,37.7,168.8,16,2.6,995.5,71.2
353200270,M�AWA,9,29.7,24.3,7.1,12.0,17.8,5.7,11.7,8.6,249.5,3,2.0,1001.9,72.9
353200270,M�AWA,10,25.6,13.8,-1.5,5.9,9.5,-3.2,79.9,11.8,64.0,17,3.2,992.8,85.7
353200270,M�AWA,11,14.3,5.6,-8.1,0.8,3.0,-9.2,73.7,18.8,35.9,11,0.0,987.3,89.4
353200270,M�AWA,12,9.5,3.1,-9.0,-0.6,1.3,-11.1,64.0,13.9,15.0,12,4.1,991.8,91.7
353200272,OLSZTYN,1,15.7,3.8,-4.7,0.7,2.2,-5.6,45.8,6.7,0.0,9,3.1,997.7,88.1
353200272,OLSZTYN,2,8.6,3.6,-8.5,-1.2,1.0,-11.1,45.2,12.6,0.0,3,3.2,1003.3,80.8
353200272,OLSZTYN,3,16.0,7.3,-6.0,-0.4,3.2,-10.9,39.9,6.2,0.0,8,3.0,991.5,76.1
353200272,OLSZTYN,4,22.2,12.9,-3.8,3.1,7.8,-5.8,39.9,11.4,0.0,10,2.6,1000.3,71.8
353200272,OLSZTYN,5,25.3,19.1,-1.7,5.9,13.1,-4.4,12.5,10.7,0.0,3,2.6,1005.8,54.8
353200272,OLSZTYN,6,30.6,23.8,2.0,11.3,17.9,-0.6,42.3,9.5,0.0,13,2.4,1000.8,62.1
353200272,OLSZTYN,7,32.9,24.7,9.5,12.9,18.7,7.0,30.2,7.7,0.0,17,2.4,995.7,67.0
353200272,OLSZTYN,8,34.3,25.2,9.0,15.6,19.8,7.1,127.3,63.9,0.0,14,2.4,996.7,73.0
353200272,OLSZTYN,9,29.2,23.9,6.0,12.0,17.6,3.5,24.7,10.9,0.0,7,2.1,1003.1,74.8
353200272,OLSZTYN,10,23.9,13.4,0.5,6.3,9.4,-3.4,54.8,12.0,0.0,19,3.1,993.6,84.1
353200272,OLSZTYN,11,14.3,5.6,-8.5,0.8,3.1,-17.5,77.8,19.2,0.0,11,2.9,988.2,87.0
353200272,OLSZTYN,12,8.8,3.0,-8.5,-0.6,1.2,-16.6,52.7,10.7,0.0,12,3.3,992.2,91.0
353210280,MIKO�AJKI,1,15.4,3.4,-6.0,0.2,1.7,-5.1,52.8,9.6,19.9,9,3.9,999.1,91.1
353210280,MIKO�AJKI,2,7.7,3.3,-7.6,-1.5,0.7,-10.9,51.6,21.2,69.5,6,4.0,1003.9,83.0
353210280,MIKO�AJKI,3,16.2,7.2,-5.9,-0.3,3.0,-10.8,39.0,7.8,135.5,8,3.9,992.5,78.4
353210280,MIKO�AJKI,4,22.1,13.0,-3.8,3.7,7.9,-5.2,38.5,13.1,188.7,7,3.4,1001.3,74.3
353210280,MIKO�AJKI,5,24.9,18.6,0.2,7.2,13.0,-2.2,9.2,4.1,318.7,5,2.7,1007.1,59.3
353210280,MIKO�AJKI,6,30.4,23.9,4.4,12.5,18.0,3.3,51.1,30.2,301.8,7,2.5,1001.7,65.1
353210280,MIKO�AJKI,7,33.7,24.5,10.3,14.1,18.9,8.9,50.7,9.4,275.5,18,2.5,996.7,70.5
353210280,MIKO�AJKI,8,33.1,25.8,10.4,16.2,20.3,8.7,129.9,34.7,227.2,12,2.8,997.8,75.8
353210280,MIKO�AJKI,9,28.6,23.7,7.9,13.1,18.0,6.4,10.8,6.2,282.4,5,2.4,1004.3,75.6
353210280,MIKO�AJKI,10,23.8,12.9,1.6,6.6,9.3,0.2,104.7,32.0,86.6,17,3.4,994.6,85.2
353210280,MIKO�AJKI,11,13.6,5.6,-8.3,0.5,2.7,-12.6,75.0,17.5,60.5,11,3.6,989.5,87.2
353210280,MIKO�AJKI,12,8.3,2.7,-6.2,-0.6,1.0,-9.9,61.5,9.5,21.3,14,4.2,993.2,90.8
353230295,BIA�YSTOK,1,15.9,3.8,-5.8,0.5,1.9,-6.2,68.5,10.3,0.0,11,2.6,997.0,89.1
353230295,BIA�YSTOK,2,7.9,3.0,-8.7,-1.8,0.4,-10.1,43.9,16.6,0.0,4,2.5,1001.0,81.9
353230295,BIA�YSTOK,3,18.0,8.0,-6.6,-0.7,3.5,-9.8,50.1,11.2,132.4,10,2.6,990.4,75.8
353230295,BIA�YSTOK,4,21.7,13.3,-3.8,3.2,8.3,-6.1,32.2,14.1,0.0,9,2.2,997.9,71.9
353230295,BIA�YSTOK,5,25.2,18.7,-2.1,5.3,12.3,-5.2,37.8,22.9,310.5,6,1.9,1004.0,62.3
353230295,BIA�YSTOK,6,28.6,23.5,2.3,10.7,17.2,-0.2,65.6,29.2,271.8,11,1.7,998.5,69.1
353230295,BIA�YSTOK,7,33.8,24.8,8.4,12.6,18.7,5.9,45.1,16.0,0.0,14,1.7,994.1,71.4
353230295,BIA�YSTOK,8,33.0,26.5,8.8,14.5,20.1,6.4,42.9,13.5,0.0,12,1.6,995.6,74.0
353230295,BIA�YSTOK,9,29.1,24.1,6.3,10.7,16.8,2.3,18.5,8.9,0.0,6,0.0,0.0,76.5
353230295,BIA�YSTOK,10,23.4,13.1,0.3,6.1,9.3,-4.3,90.6,35.0,0.0,18,2.4,992.3,85.0
353230295,BIA�YSTOK,11,13.2,5.1,-13.7,-0.8,2.2,-17.9,54.4,12.7,35.2,11,2.3,987.3,86.4
353230295,BIA�YSTOK,12,8.8,2.4,-7.1,-1.0,0.8,-12.9,70.1,10.3,0.0,11,0.0,0.0,89.9
354150100,KO�OBRZEG-D�WIRZYNO,1,15.3,5.8,-3.1,2.0,3.9,-4.1,54.6,11.3,28.9,18,4.9,1012.5,85.2
354150100,KO�OBRZEG-D�WIRZYNO,2,10.4,5.2,-4.1,0.8,2.8,-2.8,43.5,12.4,86.3,9,5.9,1021.1,83.6
354150100,KO�OBRZEG-D�WIRZYNO,3,14.5,7.6,-4.0,1.9,4.6,-2.6,46.2,6.5,119.6,13,5.4,1007.0,79.3
354150100,KO�OBRZEG-D�WIRZYNO,4,20.3,9.0,-2.4,4.3,6.4,-3.3,16.8,12.0,195.1,10,5.8,1017.2,80.5
354150100,KO�OBRZEG-D�WIRZYNO,5,23.2,15.4,1.3,7.7,11.4,2.5,11.8,6.0,354.3,5,4.8,1021.4,72.1
354150100,KO�OBRZEG-D�WIRZYNO,6,25.0,19.0,3.8,12.3,15.7,4.5,30.5,9.5,343.8,9,4.5,1017.1,78.3
354150100,KO�OBRZEG-D�WIRZYNO,7,32.5,22.2,10.1,14.2,18.0,9.4,117.7,30.0,275.7,19,4.3,1010.5,73.6
354150100,KO�OBRZEG-D�WIRZYNO,8,29.8,21.3,10.6,15.0,17.7,10.8,185.5,76.7,179.6,20,4.2,1011.5,82.5
354150100,KO�OBRZEG-D�WIRZYNO,9,28.3,22.4,7.4,13.8,17.7,7.8,20.9,8.4,254.0,7,0.0,0.0,78.6
354150100,KO�OBRZEG-D�WIRZYNO,10,22.8,14.3,3.9,8.9,11.3,3.7,97.6,33.2,76.8,20,5.2,1008.5,80.3
354150100,KO�OBRZEG-D�WIRZYNO,11,14.3,7.6,-5.7,3.1,5.2,-8.5,91.7,18.4,38.6,12,4.8,1002.9,82.6
354150100,KO�OBRZEG-D�WIRZYNO,12,11.3,5.2,-5.8,1.5,3.3,0.0,67.8,11.8,19.4,14,5.6,1008.0,85.0
354160105,KOSZALIN,1,15.3,5.6,-2.9,2.1,3.7,-5.0,58.4,13.1,24.2,15,3.7,1009.1,85.3
354160105,KOSZALIN,2,10.3,5.4,-4.7,0.5,2.6,-6.6,47.8,11.8,84.5,8,4.2,1017.3,81.8
354160105,KOSZALIN,3,15.8,7.9,-5.6,1.6,4.5,-7.6,39.1,5.3,102.5,11,3.7,1003.6,0.0
354160105,KOSZALIN,4,22.3,11.8,-4.4,3.7,7.3,-6.8,15.7,8.8,192.8,8,3.0,1013.6,72.7
354160105,KOSZALIN,5,26.6,17.8,0.4,7.0,12.7,-3.2,9.4,5.3,342.1,5,3.0,1018.0,60.8
354160105,KOSZALIN,6,30.5,21.5,2.8,12.1,17.0,-1.1,56.4,23.3,326.2,9,2.7,1013.6,68.0
