Kod_stacji,Nazwa_stacji,Rok,Miesiac,Srednia_miesieczna_temperatura,Status_pomiaru_TEMP,Srednia_miesieczna_wilgotnosc_wzgledna,Status_pomiaru_WLGS,Srednia_miesieczna_predkosc_wiatru,Status_pomiaru_FWS,Srednie_miesieczne_zachmurzenie_ogolne,Status_pomiaru_NOS
"253140060,""GOLENIÓW"",""2017"",""04"",7.0,"""",.0,""8"",4.2,"""",5.6,"""""
"253140060,""GOLENIÓW"",""2017"",""05"",13.9,"""",.0,""8"",4.0,"""",4.8,"""""
"253140060,""GOLENIÓW"",""2017"",""06"",17.3,"""",.0,""8"",4.2,"""",5.2,"""""
"253140060,""GOLENIÓW"",""2017"",""07"",17.5,"""",.0,""8"",3.3,"""",5.7,"""""
"253140060,""GOLENIÓW"",""2017"",""08"",18.1,"""",.0,""8"",3.6,"""",4.8,"""""
"253140060,""GOLENIÓW"",""2017"",""09"",13.2,"""",.0,""8"",3.7,"""",5.5,"""""
"253140060,""GOLENIÓW"",""2017"",""10"",10.7,"""",.0,""8"",4.4,"""",6.0,"""""
"253140060,""GOLENIÓW"",""2017"",""11"",5.3,"""",.0,""8"",3.8,"""",6.4,"""""
"253140060,""GOLENIÓW"",""2017"",""12"",2.9,"""",.0,""8"",4.6,"""",7.1,"""""
"253170210,""CHRZ¥STOWO"",""2017"",""01"",-2.8,"""",.0,""8"",.0,""8"",5.9,"""""
"253170210,""CHRZ¥STOWO"",""2017"",""02"",-.6,"""",.0,""8"",.0,""8"",6.1,"""""
"253170210,""CHRZ¥STOWO"",""2017"",""03"",5.4,"""",.0,""8"",.0,""8"",6.0,"""""
"253170210,""CHRZ¥STOWO"",""2017"",""04"",6.9,"""",.0,""8"",.0,""8"",5.4,"""""
"253170210,""CHRZ¥STOWO"",""2017"",""05"",13.3,"""",.0,""8"",.0,""8"",4.8,"""""
"253170210,""CHRZ¥STOWO"",""2017"",""06"",16.7,"""",.0,""8"",.0,""8"",5.1,"""""
"253170210,""CHRZ¥STOWO"",""2017"",""07"",17.4,"""",.0,""8"",.0,""8"",5.4,"""""
"253170210,""CHRZ¥STOWO"",""2017"",""08"",18.0,"""",.0,""8"",.0,""8"",5.0,"""""
"253170210,""CHRZ¥STOWO"",""2017"",""09"",13.0,"""",.0,""8"",.0,""8"",6.0,"""""
"253170210,""CHRZ¥STOWO"",""2017"",""10"",9.8,"""",.0,""8"",.0,""8"",5.6,"""""
"253170210,""CHRZ¥STOWO"",""2017"",""11"",4.6,"""",.0,""8"",.0,""8"",6.9,"""""
"253170210,""CHRZ¥STOWO"",""2017"",""12"",2.1,"""",.0,""8"",.0,""8"",6.7,"""""
"253210130,""SZCZYTNO"",""2017"",""01"",-4.5,"""",.0,""8"",.0,""8"",6.6,"""""
"253210130,""SZCZYTNO"",""2017"",""02"",-1.9,"""",.0,""8"",.0,""8"",7.0,"""""
"253210130,""SZCZYTNO"",""2017"",""03"",4.2,"""",.0,""8"",.0,""8"",6.7,"""""
"253210130,""SZCZYTNO"",""2017"",""04"",5.9,"""",.0,""8"",.0,""8"",6.3,"""""
"253210130,""SZCZYTNO"",""2017"",""05"",12.9,"""",.0,""8"",.0,""8"",4.9,"""""
"253210130,""SZCZYTNO"",""2017"",""06"",16.2,"""",.0,""8"",.0,""8"",6.3,"""""
"253210130,""SZCZYTNO"",""2017"",""07"",17.2,"""",.0,""8"",.0,""8"",6.2,"""""
"253210130,""SZCZYTNO"",""2017"",""08"",17.7,"""",.0,""8"",.0,""8"",5.5,"""""
"253210130,""SZCZYTNO"",""2017"",""09"",12.6,"""",.0,""8"",.0,""8"",7.0,"""""
"253210130,""SZCZYTNO"",""2017"",""10"",8.1,"""",.0,""8"",.0,""8"",7.2,"""""
"253210130,""SZCZYTNO"",""2017"",""11"",3.2,"""",.0,""8"",.0,""8"",7.6,"""""
"253210130,""SZCZYTNO"",""2017"",""12"",1.0,"""",.0,""8"",.0,""8"",7.4,"""""
"253220070,""BIEBRZA-PIEÑCZYKÓWEK"",""2017"",""01"",-4.8,"""",95.4,"""",3.3,"""",6.2,"""""
"253220070,""BIEBRZA-PIEÑCZYKÓWEK"",""2017"",""02"",-1.9,"""",91.2,"""",4.0,"""",6.4,"""""
"253220070,""BIEBRZA-PIEÑCZYKÓWEK"",""2017"",""03"",4.2,"""",86.8,"""",3.4,"""",5.9,"""""
"253220070,""BIEBRZA-PIEÑCZYKÓWEK"",""2017"",""04"",6.0,"""",82.4,"""",3.9,"""",5.3,"""""
"253220070,""BIEBRZA-PIEÑCZYKÓWEK"",""2017"",""05"",12.4,"""",73.4,"""",3.3,"""",4.0,"""""
"253220070,""BIEBRZA-PIEÑCZYKÓWEK"",""2017"",""06"",16.2,"""",71.5,"""",4.2,"""",5.3,"""""
"253220070,""BIEBRZA-PIEÑCZYKÓWEK"",""2017"",""07"",16.9,"""",78.7,"""",3.1,"""",5.0,"""""
"253220070,""BIEBRZA-PIEÑCZYKÓWEK"",""2017"",""08"",17.1,"""",80.4,"""",2.6,"""",4.6,"""""
"253220070,""BIEBRZA-PIEÑCZYKÓWEK"",""2017"",""09"",12.5,"""",91.8,"""",3.1,"""",5.6,"""""
"253220070,""BIEBRZA-PIEÑCZYKÓWEK"",""2017"",""10"",7.7,"""",90.3,"""",4.2,"""",6.7,"""""
"253220070,""BIEBRZA-PIEÑCZYKÓWEK"",""2017"",""11"",3.8,"""",92.2,"""",3.3,"""",7.1,"""""
"253220070,""BIEBRZA-PIEÑCZYKÓWEK"",""2017"",""12"",1.3,"""",94.2,"""",3.5,"""",6.8,"""""
"253220330,""MARIANOWO II"",""2017"",""01"",-4.1,"""",91.5,"""",2.6,"""",.0,""8"""
"253220330,""MARIANOWO II"",""2017"",""02"",-1.9,"""",89.2,"""",3.3,"""",.0,""8"""
"253220330,""MARIANOWO II"",""2017"",""03"",4.9,"""",82.8,"""",2.7,"""",.0,""8"""
"253220330,""MARIANOWO II"",""2017"",""04"",6.6,"""",75.0,"""",3.2,"""",.0,""8"""
"253220330,""MARIANOWO II"",""2017"",""05"",13.3,"""",66.0,"""",2.5,"""",.0,""8"""
"253220330,""MARIANOWO II"",""2017"",""06"",16.9,"""",69.2,"""",2.7,"""",.0,""8"""
"253220330,""MARIANOWO II"",""2017"",""07"",17.7,"""",74.0,"""",1.9,"""",.0,""8"""
"253220330,""MARIANOWO II"",""2017"",""08"",18.3,"""",74.4,"""",1.8,"""",.0,""8"""
"253220330,""MARIANOWO II"",""2017"",""09"",13.4,"""",85.8,"""",2.6,"""",.0,""8"""
"253220330,""MARIANOWO II"",""2017"",""10"",8.5,"""",89.7,"""",2.8,"""",.0,""8"""
"253220330,""MARIANOWO II"",""2017"",""11"",4.1,"""",90.8,"""",2.7,"""",.0,""8"""
"253220330,""MARIANOWO II"",""2017"",""12"",1.8,"""",91.1,"""",3.1,"""",.0,""8"""
"253230020,""RÓ¯ANYSTOK"",""2017"",""01"",-4.6,"""",.0,""8"",.0,""8"",6.6,"""""
"253230020,""RÓ¯ANYSTOK"",""2017"",""02"",-2.3,"""",.0,""8"",.0,""8"",6.7,"""""
"253230020,""RÓ¯ANYSTOK"",""2017"",""03"",4.4,"""",.0,""8"",.0,""8"",5.9,"""""
"253230020,""RÓ¯ANYSTOK"",""2017"",""04"",6.0,"""",.0,""8"",.0,""8"",4.8,"""""
"253230020,""RÓ¯ANYSTOK"",""2017"",""05"",12.6,"""",.0,""8"",.0,""8"",4.0,"""""
"253230020,""RÓ¯ANYSTOK"",""2017"",""06"",16.1,"""",.0,""8"",.0,""8"",4.6,"""""
"253230020,""RÓ¯ANYSTOK"",""2017"",""07"",17.2,"""",.0,""8"",.0,""8"",4.7,"""""
"253230020,""RÓ¯ANYSTOK"",""2017"",""08"",17.9,"""",.0,""8"",.0,""8"",4.0,"""""
"253230020,""RÓ¯ANYSTOK"",""2017"",""09"",12.8,"""",.0,""8"",.0,""8"",5.2,"""""
"253230020,""RÓ¯ANYSTOK"",""2017"",""10"",7.7,"""",.0,""8"",.0,""8"",6.3,"""""
"253230020,""RÓ¯ANYSTOK"",""2017"",""11"",3.5,"""",.0,""8"",.0,""8"",6.8,"""""
"253230020,""RÓ¯ANYSTOK"",""2017"",""12"",.9,"""",.0,""8"",.0,""8"",6.7,"""""
"254170210,""BORUCINO"",""2017"",""01"",-2.4,"""",87.1,"""",2.6,"""",6.1,"""""
"254170210,""BORUCINO"",""2017"",""02"",-1.2,"""",84.4,"""",3.2,"""",6.0,"""""
"254170210,""BORUCINO"",""2017"",""03"",3.9,"""",82.8,"""",2.6,"""",5.7,"""""
"254170210,""BORUCINO"",""2017"",""04"",5.6,"""",78.1,"""",3.4,"""",5.7,"""""
"254170210,""BORUCINO"",""2017"",""05"",12.3,"""",67.8,"""",2.9,"""",4.3,"""""
"254170210,""BORUCINO"",""2017"",""06"",15.7,"""",73.8,"""",3.6,"""",4.9,"""""
"254170210,""BORUCINO"",""2017"",""07"",16.4,"""",78.4,"""",2.8,"""",5.4,"""""
"254170210,""BORUCINO"",""2017"",""08"",17.1,"""",77.4,"""",2.9,"""",4.5,"""""
"254170210,""BORUCINO"",""2017"",""09"",13.0,"""",84.9,"""",3.9,"""",5.8,"""""
"254170210,""BORUCINO"",""2017"",""10"",9.6,"""",87.3,"""",5.5,"""",6.5,"""""
"254170210,""BORUCINO"",""2017"",""11"",4.4,"""",90.3,"""",5.7,"""",6.6,"""""
"254170210,""BORUCINO"",""2017"",""12"",1.8,"""",89.7,"""",6.3,"""",7.1,"""""
"254180090,""GDAÑSK-RÊBIECHOWO"",""2017"",""01"",-2.2,"""",.0,""8"",4.0,"""",6.0,"""""
"254180090,""GDAÑSK-RÊBIECHOWO"",""2017"",""02"",-.9,"""",.0,""8"",4.7,"""",6.2,"""""
"254180090,""GDAÑSK-RÊBIECHOWO"",""2017"",""03"",4.0,"""",.0,""8"",3.8,"""",6.2,"""""
"254180090,""GDAÑSK-RÊBIECHOWO"",""2017"",""04"",5.7,"""",.0,""8"",4.4,"""",6.1,"""""
"254180090,""GDAÑSK-RÊBIECHOWO"",""2017"",""05"",12.0,"""",.0,""8"",4.4,"""",5.0,"""""
"254180090,""GDAÑSK-RÊBIECHOWO"",""2017"",""06"",15.5,"""",.0,""8"",5.0,"""",5.5,"""""
"254180090,""GDAÑSK-RÊBIECHOWO"",""2017"",""07"",16.3,"""",.0,""8"",4.2,"""",6.0,"""""
"254180090,""GDAÑSK-RÊBIECHOWO"",""2017"",""08"",16.9,"""",.0,""8"",3.4,"""",5.2,"""""
"254180090,""GDAÑSK-RÊBIECHOWO"",""2017"",""09"",12.8,"""",.0,""8"",3.7,"""",5.9,"""""
"254180090,""GDAÑSK-RÊBIECHOWO"",""2017"",""10"",9.5,"""",.0,""8"",5.2,"""",6.2,"""""
"254180090,""GDAÑSK-RÊBIECHOWO"",""2017"",""11"",4.1,"""",.0,""8"",3.8,"""",6.7,"""""
"254180090,""GDAÑSK-RÊBIECHOWO"",""2017"",""12"",1.6,"""",.0,""8"",4.8,"""",6.3,"""""
"254200080,""LIDZBARK WARMIÑSKI"",""2017"",""01"",-2.9,"""",87.2,"""",2.8,"""",6.2,"""""
"254200080,""LIDZBARK WARMIÑSKI"",""2017"",""02"",-1.0,"""",85.6,"""",.0,""8"",6.5,"""""
"254200080,""LIDZBARK WARMIÑSKI"",""2017"",""03"",4.3,"""",83.3,"""",2.6,"""",6.1,"""""
"254200080,""LIDZBARK WARMIÑSKI"",""2017"",""04"",6.2,"""",78.3,"""",3.1,"""",5.9,"""""
"254200080,""LIDZBARK WARMIÑSKI"",""2017"",""05"",12.5,"""",69.3,"""",2.6,"""",3.9,"""""
"254200080,""LIDZBARK WARMIÑSKI"",""2017"",""06"",16.0,"""",73.8,"""",3.1,"""",4.9,"""""
"254200080,""LIDZBARK WARMIÑSKI"",""2017"",""07"",16.8,"""",80.1,"""",2.6,"""",5.2,"""""
"254200080,""LIDZBARK WARMIÑSKI"",""2017"",""08"",17.6,"""",77.3,"""",2.1,"""",4.5,"""""
"254200080,""LIDZBARK WARMIÑSKI"",""2017"",""09"",13.1,"""",87.2,"""",2.1,"""",5.8,"""""
"254200080,""LIDZBARK WARMIÑSKI"",""2017"",""10"",9.1,"""",89.7,"""",3.4,"""",6.4,"""""
"254200080,""LIDZBARK WARMIÑSKI"",""2017"",""11"",4.5,"""",90.2,"""",3.0,"""",6.8,"""""
"254200080,""LIDZBARK WARMIÑSKI"",""2017"",""12"",2.1,"""",89.0,"""",2.5,"""",6.7,"""""
"254220090,""OLECKO"",""2017"",""01"",-4.4,"""",.0,""8"",.0,""8"",6.9,"""""
"254220090,""OLECKO"",""2017"",""02"",-2.0,"""",.0,""8"",.0,""8"",7.1,"""""
"254220090,""OLECKO"",""2017"",""03"",3.9,"""",.0,""8"",.0,""8"",6.5,"""""
"254220090,""OLECKO"",""2017"",""04"",5.7,"""",.0,""8"",.0,""8"",6.0,"""""
"254220090,""OLECKO"",""2017"",""05"",12.9,"""",.0,""8"",.0,""8"",4.5,"""""
"254220090,""OLECKO"",""2017"",""06"",16.0,"""",.0,""8"",.0,""8"",5.2,"""""
"254220090,""OLECKO"",""2017"",""07"",17.0,"""",.0,""8"",.0,""8"",5.3,"""""
"254220090,""OLECKO"",""2017"",""08"",17.7,"""",.0,""8"",.0,""8"",4.9,"""""
"254220090,""OLECKO"",""2017"",""09"",12.9,"""",.0,""8"",.0,""8"",6.0,"""""
"254220090,""OLECKO"",""2017"",""10"",7.6,"""",.0,""8"",.0,""8"",7.2,"""""
"254220090,""OLECKO"",""2017"",""11"",3.4,"""",.0,""8"",.0,""8"",7.6,"""""
"254220090,""OLECKO"",""2017"",""12"",.9,"""",.0,""8"",.0,""8"",7.3,"""""
"249180010,""PSZCZYNA"",""2018"",""02"",-3.3,"""",.0,""8"",.0,""8"",6.5,"""""
"249180010,""PSZCZYNA"",""2018"",""03"",.7,"""",.0,""8"",.0,""8"",5.4,"""""
"249180010,""PSZCZYNA"",""2018"",""04"",13.7,"""",.0,""8"",.0,""8"",3.5,"""""
"249180010,""PSZCZYNA"",""2018"",""05"",16.8,"""",.0,""8"",.0,""8"",3.8,"""""
"249180010,""PSZCZYNA"",""2018"",""06"",18.6,"""",.0,""8"",.0,""8"",5.2,"""""
"249180010,""PSZCZYNA"",""2018"",""07"",19.5,"""",.0,""8"",.0,""8"",4.4,"""""
"249180010,""PSZCZYNA"",""2018"",""08"",20.5,"""",.0,""8"",.0,""8"",3.2,"""""
"249180010,""PSZCZYNA"",""2018"",""09"",15.0,"""",.0,""8"",.0,""8"",3.8,"""""
"249180010,""PSZCZYNA"",""2018"",""10"",10.2,"""",.0,""8"",.0,""8"",4.3,"""""
"249180010,""PSZCZYNA"",""2018"",""11"",4.5,"""",.0,""8"",.0,""8"",4.9,"""""
"249180010,""PSZCZYNA"",""2018"",""12"",1.3,"""",.0,""8"",.0,""8"",7.2,"""""
"249180160,""BRENNA"",""2018"",""01"",3.2,"""",.0,""8"",.0,""8"",5.8,"""""
"249180160,""BRENNA"",""2018"",""02"",-3.6,"""",.0,""8"",.0,""8"",6.7,"""""
"249180160,""BRENNA"",""2018"",""03"",1.0,"""",.0,""8"",.0,""8"",5.6,"""""
"249180160,""BRENNA"",""2018"",""04"",13.8,"""",.0,""8"",.0,""8"",3.9,"""""
"249180160,""BRENNA"",""2018"",""05"",16.3,"""",.0,""8"",.0,""8"",4.5,"""""
"249180160,""BRENNA"",""2018"",""06"",17.9,"""",.0,""8"",.0,""8"",5.6,"""""
"249180160,""BRENNA"",""2018"",""07"",18.7,"""",.0,""8"",.0,""8"",4.7,"""""
"249180160,""BRENNA"",""2018"",""08"",20.1,"""",.0,""8"",.0,""8"",3.4,"""""
"249180160,""BRENNA"",""2018"",""09"",14.9,"""",.0,""8"",.0,""8"",4.3,"""""
"249180160,""BRENNA"",""2018"",""10"",10.6,"""",.0,""8"",.0,""8"",4.5,"""""
"249180160,""BRENNA"",""2018"",""11"",5.3,"""",.0,""8"",.0,""8"",5.1,"""""
"249180160,""BRENNA"",""2018"",""12"",1.8,"""",.0,""8"",.0,""8"",7.1,"""""
"249190350,""ZAWOJA"",""2018"",""01"",.2,"""",.0,""8"",.0,""8"",4.8,"""""
"249190350,""ZAWOJA"",""2018"",""02"",-6.0,"""",.0,""8"",.0,""8"",5.6,"""""
"249190350,""ZAWOJA"",""2018"",""03"",-1.4,"""",.0,""8"",1.2,"""",4.6,"""""
"249190350,""ZAWOJA"",""2018"",""04"",12.0,"""",.0,""8"",1.9,"""",2.4,"""""
"249190350,""ZAWOJA"",""2018"",""05"",13.9,"""",.0,""8"",.8,"""",3.3,"""""
"249190350,""ZAWOJA"",""2018"",""06"",15.5,"""",.0,""8"",.0,""8"",5.0,"""""
"249190350,""ZAWOJA"",""2018"",""07"",16.4,"""",.0,""8"",.0,""8"",4.3,"""""
"249190350,""ZAWOJA"",""2018"",""09"",12.2,"""",.0,""8"",.7,"""",3.3,"""""
"249190350,""ZAWOJA"",""2018"",""10"",9.2,"""",.0,""8"",1.3,"""",3.8,"""""
"249190350,""ZAWOJA"",""2018"",""11"",3.8,"""",.0,""8"",1.2,"""",3.6,"""""
"249190350,""ZAWOJA"",""2018"",""12"",-.2,"""",.0,""8"",1.4,"""",6.6,"""""
"249190480,""LALIKI"",""2018"",""01"",-.4,"""",.0,""8"",.0,""8"",6.6,"""""
"249190480,""LALIKI"",""2018"",""02"",-6.0,"""",.0,""8"",.0,""8"",6.7,"""""
"249190480,""LALIKI"",""2018"",""03"",-1.3,"""",.0,""8"",.0,""8"",5.8,"""""
"249190480,""LALIKI"",""2018"",""04"",11.9,"""",.0,""8"",.0,""8"",3.8,"""""
"249190480,""LALIKI"",""2018"",""05"",14.6,"""",.0,""8"",.0,""8"",4.3,"""""
"249190480,""LALIKI"",""2018"",""06"",16.1,"""",.0,""8"",.0,""8"",5.7,"""""
"249190480,""LALIKI"",""2018"",""07"",16.9,"""",.0,""8"",.0,""8"",4.6,"""""
"249190480,""LALIKI"",""2018"",""08"",18.5,"""",.0,""8"",.0,""8"",3.1,"""""
"249190480,""LALIKI"",""2018"",""09"",13.1,"""",.0,""8"",.0,""8"",4.3,"""""
"249190480,""LALIKI"",""2018"",""10"",9.6,"""",.0,""8"",.0,""8"",4.6,"""""
"249190480,""LALIKI"",""2018"",""11"",4.2,"""",.0,""8"",.0,""8"",5.0,"""""
"249190480,""LALIKI"",""2018"",""12"",-1.8,"""",.0,""8"",.0,""8"",7.3,"""""
"249190520,""OBIDOWA"",""2018"",""01"",-1.4,"""",.0,""8"",3.7,"""",6.6,"""""
"249190520,""OBIDOWA"",""2018"",""02"",-6.7,"""",.0,""8"",2.0,"""",6.6,"""""
"249190520,""OBIDOWA"",""2018"",""03"",-2.1,"""",.0,""8"",2.8,"""",5.6,"""""
"249190520,""OBIDOWA"",""2018"",""04"",11.3,"""",.0,""8"",3.2,"""",3.3,"""""
"249190520,""OBIDOWA"",""2018"",""05"",13.9,"""",.0,""8"",2.7,"""",4.0,"""""
"249190520,""OBIDOWA"",""2018"",""06"",14.9,"""",.0,""8"",2.3,"""",5.7,"""""
"249190520,""OBIDOWA"",""2018"",""07"",16.5,"""",.0,""8"",2.6,"""",4.4,"""""
"249190520,""OBIDOWA"",""2018"",""08"",17.4,"""",.0,""8"",2.4,"""",.0,""8"""
"249190520,""OBIDOWA"",""2018"",""09"",12.6,"""",.0,""8"",2.6,"""",4.0,"""""
"249190520,""OBIDOWA"",""2018"",""10"",8.7,"""",.0,""8"",3.2,"""",4.2,"""""
"249190520,""OBIDOWA"",""2018"",""11"",2.9,"""",.0,""8"",2.5,"""",4.6,"""""
"249190520,""OBIDOWA"",""2018"",""12"",-2.2,"""",.0,""8"",3.5,"""",7.2,"""""
"249190560,""JAB£ONKA"",""2018"",""01"",-.9,"""",.0,""8"",1.3,"""",6.6,"""""
"249190560,""JAB£ONKA"",""2018"",""02"",-6.1,"""",.0,""8"",1.4,"""",6.8,"""""
"249190560,""JAB£ONKA"",""2018"",""03"",-2.6,"""",.0,""8"",1.2,"""",5.7,"""""
"249190560,""JAB£ONKA"",""2018"",""04"",9.9,"""",.0,""8"",1.2,"""",4.1,"""""
"249190560,""JAB£ONKA"",""2018"",""05"",13.5,"""",.0,""8"",1.4,"""",4.3,"""""
"249190560,""JAB£ONKA"",""2018"",""06"",16.0,"""",.0,""8"",.0,""8"",6.1,"""""
"249190560,""JAB£ONKA"",""2018"",""07"",16.8,"""",.0,""8"",1.0,"""",5.2,"""""
"249190560,""JAB£ONKA"",""2018"",""08"",17.0,"""",.0,""8"",.7,"""",4.1,"""""
"249190560,""JAB£ONKA"",""2018"",""09"",11.5,"""",.0,""8"",.8,"""",4.5,"""""
"249190560,""JAB£ONKA"",""2018"",""10"",7.7,"""",.0,""8"",1.1,"""",4.8,"""""
"249190560,""JAB£ONKA"",""2018"",""11"",2.0,"""",.0,""8"",1.2,"""",5.3,"""""
"249190560,""JAB£ONKA"",""2018"",""12"",-1.3,"""",.0,""8"",.0,""8"",7.2,"""""
"249190670,""POLANA CHOCHO£OWSKA"",""2018"",""01"",-1.7,"""",.0,""8"",.0,""8"",5.8,"""""
"249190670,""POLANA CHOCHO£OWSKA"",""2018"",""02"",-8.1,"""",.0,""8"",.7,"""",6.6,"""""
"249190670,""POLANA CHOCHO£OWSKA"",""2018"",""03"",-3.2,"""",.0,""8"",.8,"""",5.4,"""""
"249190670,""POLANA CHOCHO£OWSKA"",""2018"",""04"",8.6,"""",.0,""8"",.0,""8"",4.4,"""""
"249190670,""POLANA CHOCHO£OWSKA"",""2018"",""05"",11.4,"""",.0,""8"",.9,"""",4.8,"""""
"249190670,""POLANA CHOCHO£OWSKA"",""2018"",""06"",12.6,"""",.0,""8"",.0,""8"",6.5,"""""
"249190670,""POLANA CHOCHO£OWSKA"",""2018"",""07"",13.7,"""",.0,""8"",.7,"""",5.7,"""""
"249190670,""POLANA CHOCHO£OWSKA"",""2018"",""08"",15.0,"""",.0,""8"",.7,"""",4.1,"""""
"249190670,""POLANA CHOCHO£OWSKA"",""2018"",""09"",9.9,"""",.0,""8"",.6,"""",4.4,"""""
"249190670,""POLANA CHOCHO£OWSKA"",""2018"",""10"",7.0,"""",.0,""8"",1.0,"""",4.4,"""""
"249190670,""POLANA CHOCHO£OWSKA"",""2018"",""11"",2.7,"""",.0,""8"",.9,"""",4.7,"""""
"249190670,""POLANA CHOCHO£OWSKA"",""2018"",""12"",-3.1,"""",.0,""8"",.0,""8"",6.6,"""""
"249190890,""RADZIECHOWY"",""2018"",""01"",1.8,"""",83.2,"""",3.2,"""",6.2,"""""
"249190890,""RADZIECHOWY"",""2018"",""02"",-4.4,"""",84.4,"""",2.3,"""",6.6,"""""
"249190890,""RADZIECHOWY"",""2018"",""03"",.3,"""",77.7,"""",2.6,"""",5.4,"""""
"249190890,""RADZIECHOWY"",""2018"",""04"",13.0,"""",65.4,"""",2.6,"""",3.8,"""""
"249190890,""RADZIECHOWY"",""2018"",""05"",15.1,"""",82.0,"""",1.9,"""",3.9,"""""
"249190890,""RADZIECHOWY"",""2018"",""06"",17.4,"""",81.8,"""",1.9,"""",5.5,"""""
"249190890,""RADZIECHOWY"",""2018"",""07"",18.3,"""",78.6,"""",1.7,"""",4.2,"""""
"249190890,""RADZIECHOWY"",""2018"",""08"",19.3,"""",75.8,"""",1.6,"""",3.0,"""""
"249190890,""RADZIECHOWY"",""2018"",""09"",13.7,"""",81.9,"""",1.9,"""",4.0,"""""
"249190890,""RADZIECHOWY"",""2018"",""10"",9.8,"""",85.5,"""",2.1,"""",4.6,"""""
"249190890,""RADZIECHOWY"",""2018"",""11"",4.6,"""",81.3,"""",1.9,"""",4.5,"""""
"249190890,""RADZIECHOWY"",""2018"",""12"",1.0,"""",81.9,"""",3.3,"""",7.2,"""""
"249200020,""£AZY"",""2018"",""01"",1.6,"""",.0,""8"",2.5,"""",6.5,"""""
"249200020,""£AZY"",""2018"",""02"",-3.3,"""",.0,""8"",1.7,"""",7.2,"""""
"249200020,""£AZY"",""2018"",""03"",.5,"""",.0,""8"",2.5,"""",5.7,"""""
"249200020,""£AZY"",""2018"",""04"",13.7,"""",.0,""8"",3.1,"""",4.7,"""""
"249200020,""£AZY"",""2018"",""05"",16.1,"""",.0,""8"",1.8,"""",4.4,"""""
"249200020,""£AZY"",""2018"",""06"",18.1,"""",.0,""8"",1.7,"""",6.0,"""""
"249200020,""£AZY"",""2018"",""07"",19.9,"""",.0,""8"",2.3,"""",5.5,"""""
"249200020,""£AZY"",""2018"",""08"",19.6,"""",.0,""8"",1.3,"""",4.5,"""""
"249200020,""£AZY"",""2018"",""09"",14.7,"""",.0,""8"",1.7,"""",4.9,"""""
"249200020,""£AZY"",""2018"",""10"",9.9,"""",.0,""8"",2.4,"""",4.8,"""""
"249200020,""£AZY"",""2018"",""11"",4.3,"""",.0,""8"",2.0,"""",5.5,"""""
"249200020,""£AZY"",""2018"",""12"",1.4,"""",.0,""8"",.0,""8"",7.3,"""""
"249200130,""JASTRZÊBIA"",""2018"",""01"",.8,"""",.0,""8"",1.8,"""",5.6,"""""
"249200130,""JASTRZÊBIA"",""2018"",""02"",-4.1,"""",.0,""8"",.0,""8"",6.8,"""""
"249200130,""JASTRZÊBIA"",""2018"",""03"",-.8,"""",.0,""8"",1.2,"""",4.6,"""""
"249200130,""JASTRZÊBIA"",""2018"",""04"",12.4,"""",.0,""8"",1.6,"""",3.1,"""""
"249200130,""JASTRZÊBIA"",""2018"",""05"",15.8,"""",.0,""8"",1.4,"""",3.0,"""""
"249200130,""JASTRZÊBIA"",""2018"",""06"",18.0,"""",.0,""8"",1.1,"""",4.4,"""""
"249200130,""JASTRZÊBIA"",""2018"",""07"",19.3,"""",.0,""8"",1.1,"""",4.2,"""""
"249200130,""JASTRZÊBIA"",""2018"",""08"",19.1,"""",.0,""8"",.8,"""",3.0,"""""
"249200130,""JASTRZÊBIA"",""2018"",""09"",13.8,"""",.0,""8"",1.0,"""",3.3,"""""
"249200130,""JASTRZÊBIA"",""2018"",""10"",9.0,"""",.0,""8"",1.2,"""",3.7,"""""
"249200130,""JASTRZÊBIA"",""2018"",""11"",3.8,"""",.0,""8"",1.0,"""",4.9,"""""
"249200130,""JASTRZÊBIA"",""2018"",""12"",.1,"""",.0,""8"",1.8,"""",6.7,"""""
"249200180,""LIMANOWA"",""2018"",""01"",.5,"""",83.2,"""",3.3,"""",6.2,"""""
"249200180,""LIMANOWA"",""2018"",""02"",-4.6,"""",85.9,"""",2.3,"""",7.3,"""""
"249200180,""LIMANOWA"",""2018"",""03"",.0,"""",75.6,"""",2.9,"""",5.6,"""""
"249200180,""LIMANOWA"",""2018"",""04"",13.6,"""",62.2,"""",3.5,"""",4.5,"""""
"249200180,""LIMANOWA"",""2018"",""05"",15.9,"""",69.0,"""",2.9,"""",4.6,"""""
"249200180,""LIMANOWA"",""2018"",""06"",17.4,"""",75.9,"""",2.4,"""",6.1,"""""
"249200180,""LIMANOWA"",""2018"",""07"",18.6,"""",74.7,"""",2.9,"""",5.4,"""""
"249200180,""LIMANOWA"",""2018"",""08"",19.4,"""",76.6,"""",1.9,"""",4.4,"""""
"249200180,""LIMANOWA"",""2018"",""09"",14.6,"""",77.6,"""",2.4,"""",4.5,"""""
"249200180,""LIMANOWA"",""2018"",""10"",10.5,"""",75.7,"""",3.1,"""",4.4,"""""
"249200180,""LIMANOWA"",""2018"",""11"",4.8,"""",83.0,"""",2.6,"""",5.3,"""""
"249200180,""LIMANOWA"",""2018"",""12"",-.1,"""",88.1,"""",3.5,"""",6.9,"""""
"249200240,""PTASZKOWA"",""2018"",""01"",.6,"""",.0,""8"",2.4,"""",6.1,"""""
